PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
003jH,rn3rk1/p5pp/3N4/4np1q/5Q2/1P3K2/PB1P2P1/2R4R w - - 0 25,f3f2 e5d3 f2e3 d3f4 h1h5 f4h5,1065,79,89,317,crushing fork long middlegame,https://lichess.org/3CQGofXT#49,
003jb,r3kb1r/p4ppp/b1p1p3/3q4/3Q4/4BN2/PPP2PPP/R3K2R b KQkq - 0 11,c6c5 d4a4 a6b5 a4b5,980,88,95,2588,crushing fork master middlegame short,https://lichess.org/960EzUS0/black#22,French_Defense French_Defense_Classical_Variation
003jv,1R6/1p2k2p/p2n2p1/4K3/8/6P1/P6P/8 w - - 10 37,b8h8 d6f7 e5e4 f7h8,1007,84,89,340,crushing endgame fork short,https://lichess.org/n0UvwK36#73,
003o0,r1bqk2r/pp1nbppp/3p4/1B1p4/3P1B2/8/PPP2PPP/R2QK1NR w KQkq - 2 9,g1f3 d8a5 d1d2 a5b5,1003,83,90,677,advantage fork master opening short,https://lichess.org/Ae0t9V1Z#17,Czech_Defense Czech_Defense_Other_variations
003r5,r2qr1k1/ppp2ppp/4b3/3P4/1nP2Q2/2N2N1P/PP3KP1/R4R2 w - - 1 15,d5e6 b4d3 f2g1 d3f4,1107,79,88,860,crushing fork middlegame short,https://lichess.org/JPN97v7j#29,Kings_Gambit_Accepted Kings_Gambit_Accepted_Abbazia_Defense
004nd,3q2k1/2r5/pp3p1Q/2b1n3/P3N3/2P5/1P4PP/R6K b - - 0 24,c7d7 e4f6 d8f6 h6f6,898,75,83,209,crushing fork middlegame short,https://lichess.org/IajkZZBp/black#48,
0050w,5rk1/1p2p1rp/p2p4/2pPb2R/2P1P3/1P1BKP1R/8/8 b - - 4 30,g7g3 h3g3 e5g3 h5g5 g8f7 g5g3,1063,83,91,1508,crushing endgame fork long,https://lichess.org/QD8pUcTR/black#60,
005nD,3rk2r/2qn1pp1/p1Q1R3/3n3p/8/8/PP4PP/5R1K b k - 0 23,f7e6 c6e6 d5e7 e6f7,1007,76,96,1225,fork mate mateIn2 middlegame short,https://lichess.org/hlgaj6lV/black#46,
007XE,2kr3r/p1p1bpp1/2p2n1p/8/8/1P6/P1P1RPPP/RNB3K1 w - - 1 16,e2e7 d8d1 e7e1 d1e1,632,92,79,79,backRankMate fork mate mateIn2 middlegame short,https://lichess.org/f4f7UwiT#31,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
008P4,8/4k3/1p1p4/rP2p1p1/P2nP1P1/3BK3/8/R7 w - - 0 35,e3d2 d4b3 d2c3 b3a1,719,100,95,1651,crushing endgame fork short,https://lichess.org/3GoHPRp3#69,
009tE,6k1/6pp/p1N2p2/1pP2bP1/5P2/8/PPP5/3K4 b - - 1 28,f6g5 c6e7 g8f7 e7f5,650,91,89,803,crushing endgame fork short,https://lichess.org/fUV1iXBx/black#56,
00Aas,3r1rk1/1p2q1pp/5p2/8/1P1n4/6Q1/PPbB1PPP/R2B1RK1 w - - 9 20,d1c2 d4e2 g1h1 e2g3 f2g3 d8d2,1150,76,96,8309,crushing fork long middlegame,https://lichess.org/wYjuq3zz#39,
00BJm,r2q1rk1/1Q2bppp/p1N1p3/1p6/2pP1n2/2P5/PP3PPP/R4RK1 b - - 1 18,d8d5 c6e7 g8h8 e7d5,1030,75,98,499,advantage fork hangingPiece middlegame short,https://lichess.org/Umzi5RNZ/black#36,Queens_Pawn_Game Queens_Pawn_Game_Colle_System
00BNd,1rr3k1/3bppbp/3p1np1/1B1N4/P2BP3/5P2/P2R2PP/R5K1 b - - 0 21,d7b5 d5e7 g8f8 e7c8,950,82,100,247,advantage fork middlegame short,https://lichess.org/52dQ8pN2/black#42,
00Bn4,1k6/pp6/4nNp1/P6p/3pr3/7P/3R1PPK/8 b - - 0 40,e4e5 f6d7 b8c7 d7e5,689,101,85,720,crushing endgame fork short,https://lichess.org/jvMUtZF5/black#80,
00DPI,3r2k1/1B3p1p/6p1/3N4/3p2P1/6r1/5KP1/3R4 b - - 5 35,g3g4 d5f6 g8g7 f6g4,1049,76,99,769,advantage endgame fork short,https://lichess.org/Wjj7mxD9/black#70,
00EBZ,3rr1k1/p4pp1/1pp4p/3pPQ2/1P3P2/2P3qP/P2R2P1/5RK1 w - - 1 24,f1f3 g3e1 g1h2 e1d2,819,109,95,1382,crushing endgame fork short,https://lichess.org/FrMf0UcF#47,
00Evs,5qk1/pQ3pp1/7p/b2N1b2/P3r3/5K2/7P/R4B2 b - - 1 24,g7g5 d5f6 g8h8 f6e4,1075,85,92,1016,advantage fork middlegame short,https://lichess.org/ZuufvD5S/black#48,
00GBX,r6k/pp2n1pp/2nN4/4p1Br/1PB5/2P4b/P3Nb1P/R2R3K b - - 1 22,h5g5 d6f7 h8g8 f7g5,892,82,97,574,advantage discoveredAttack discoveredCheck fork middlegame short,https://lichess.org/1YLxwOt0/black#44,
00Gvp,8/2kn1p2/8/3P4/R7/2P1N3/1r2K3/8 w - - 13 70,e2d3 d7c5 d3d4 c5a4,987,79,100,199,advantage endgame fork short,https://lichess.org/CIq1kOGh#139,
00HEx,b7/5pk1/R3pn1p/8/3NP3/5P2/6PP/2rB2K1 w - - 1 31,a6a8 c1d1 g1f2 d1d4,971,82,93,1191,crushing endgame fork hangingPiece master short,https://lichess.org/Kl5pBLfs#61,
00HZa,6k1/6pp/1p6/p1n5/4qp2/1P2PN2/P4PPP/3Q2K1 b - - 0 28,f4e3 d1d8 g8f7 f3g5 f7g6 g5e4,937,87,87,341,crushing endgame fork long master,https://lichess.org/WRMbDs53/black#56,
00IEW,6k1/6p1/R6p/3P1N2/8/3K4/2r2b2/8 b - - 5 57,c2c8 f5e7 g8f7 e7c8,851,78,100,108,crushing endgame fork short,https://lichess.org/yowrXxcg/black#114,
00ISm,5r2/4bp1k/2ppq1p1/4p1Q1/4N2P/3P4/1P1R1P2/4K1R1 b - - 0 29,e7g5 e4g5 h7h6 g5e6,907,88,84,86,crushing endgame fork short,https://lichess.org/Nx7iGvHH/black#58,
00K0G,8/8/8/2Pk4/pK4p1/3N4/5P2/3b4 b - - 7 59,d1e2 d3f4 d5c6 f4e2,777,87,80,88,crushing endgame fork master short,https://lichess.org/xIDctz9w/black#118,
00Kxt,r2q1r2/p3ppkp/3p2p1/1N2n2P/4P1P1/5P2/PPPQ4/R3K2R w KQ - 1 16,h5g6 e5f3 e1e2 f3d2,905,98,63,39,crushing fork middlegame short,https://lichess.org/xL5SX7q7#31,Sicilian_Defense Sicilian_Defense_Dragon_Variation
00LG5,6k1/5r1p/4b1pQ/5q2/3B3P/2P5/6P1/4R1K1 w - - 7 36,e1e2 f5f1 g1h2 f1e2,1113,77,71,157,advantage endgame fork short,https://lichess.org/H1PJMeLA#71,
00M6i,6k1/1N4pp/p7/4bp2/P1P5/1r6/6PP/2R3K1 w - - 1 33,b7c5 e5d4 g1f1 d4c5,1143,119,43,19,crushing endgame fork short,https://lichess.org/kUhFtcHh#65,
00MyT,r3q3/1ppknr2/p5pB/2pPn3/4P3/8/PPQ3BP/2K2R1R w - - 0 22,c2c5 e5d3 c1c2 d3c5,923,90,73,49,crushing fork middlegame short,https://lichess.org/IhPV4vCX#43,
000Pw,6k1/5p1p/4p3/4q3/3nN3/2Q3P1/PP3P1P/6K1 w - - 2 37,e4d2 d4e2 g1f1 e2c3,1542,75,92,621,crushing endgame fork short,https://lichess.org/au2lCK5o#73,
0017R,r2qk2r/pp2ppbp/1n1p2p1/3Pn3/2P5/2NBBP1P/PP3P2/R2QK2R b KQkq - 0 12,e5c4 d3c4 b6c4 d1a4 d8d7 a4c4,1578,76,95,4544,advantage fork long middlegame,https://lichess.org/ol84k0z4/black#24,Alekhine_Defense Alekhine_Defense_Other_variations
002IE,r3brk1/5pp1/p1nqpn1p/P2pN3/2pP4/2P1PN2/5PPP/RB1QK2R b KQ - 4 16,c6e5 d4e5 d6e7 e5f6,1205,85,74,35,advantage fork middlegame short,https://lichess.org/fDwvVUIp/black#32,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
002Tf,r3kbnr/ppp1qppp/2n5/3pP3/5B2/4PQ2/PPP2PPP/RN2KB1R w KQkq - 1 7,f1b5 e7b4 b1c3 b4b2,1564,75,84,178,advantage fork opening short,https://lichess.org/Zq56PwHK#13,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation
003Tx,2r5/pR5p/5p1k/4p3/4r3/B4nPP/PP3P2/1K2R3 w - - 0 27,e1e4 f3d2 b1a1 c8c1,1517,87,82,749,backRankMate endgame fork mate mateIn2 short,https://lichess.org/A7j9VEC0#53,
003mh,r4k1r/1pp2p2/p2p3p/3N4/3P2q1/8/PPP5/1K2Q1NR b - - 1 23,a8e8 e1e8 f8e8 d5f6 e8e7 f6g4,1378,75,85,392,advantage attraction fork long middlegame sacrifice,https://lichess.org/HSa4keKZ/black#46,
0047P,8/1N3k2/6p1/8/2P3P1/pr6/R5K1/8 w - - 1 56,g2f1 b3b1 f1e2 b1b2 e2d1 b2a2,1766,75,86,94,crushing endgame exposedKing fork long master,https://lichess.org/Gb33KZKC#111,
005HG,r2q1rk1/p1p2pp1/3bbn1p/4N3/2Q5/1P4P1/PB1PPP1P/RN2K2R w KQ - 1 12,c4c2 d6e5 b2e5 d8d5 f2f3 d5e5,1748,75,87,689,advantage clearance fork long opening,https://lichess.org/JTymzeq9#23,English_Opening English_Opening_Kings_English_Variation
005do,7r/pp1k4/4p1b1/3pP1Np/3P1P1K/8/P7/2R5 b - - 7 42,h8f8 c1c7 d7c7 g5e6 c7b6 e6f8,1439,98,60,47,attraction crushing deflection endgame fork long sacrifice,https://lichess.org/Q1hPi58C/black#84,
006wz,2r5/4ppkp/5bp1/1p6/1P6/P3B3/2r2PPP/1R1R2K1 b - - 2 22,f6b2 b1b2 c2b2 e3d4 f7f6 d4b2,1428,75,80,542,attraction crushing endgame fork long sacrifice,https://lichess.org/qT0W6o27/black#44,
00761,3r2k1/1b3pbR/p2P2P1/3p2N1/2p5/2P2N2/PP6/2K5 b - - 0 28,f7g6 h7g7 g8g7 g5e6 g7g8 e6d8,1515,78,94,21796,attraction crushing endgame exposedKing fork long sacrifice,https://lichess.org/vu70Maig/black#56,
008D5,r1bqk2r/pp3ppp/4p2n/3pP3/1b1P1P2/2N5/PP4PP/R1BQKB1R b KQkq - 2 9,h6f5 d1a4 c8d7 a4b4,1408,75,85,1187,advantage fork master opening short,https://lichess.org/jIGC2FuP/black#18,French_Defense French_Defense_La_Bourdonnais_Variation
00BnG,4Q3/ppkr1pp1/2p3n1/2P4p/1P1P4/4K3/P5P1/8 w - - 2 33,d4d5 d7e7 e8e7 g6e7,1450,217,43,11,crushing endgame fork short,https://lichess.org/ilH2rBRb#65,
00Ea3,3r4/p5k1/1p1qprnp/1Q1pN1p1/3P1pP1/1PP5/P5PP/4RRK1 b - - 3 29,g6e5 d4e5 d6c5 b5c5 b6c5 e5f6,1317,74,87,388,crushing fork long middlegame,https://lichess.org/6TJRc5H1/black#58,
00HDS,6k1/pp2R3/6pp/8/3r4/P4BbP/1P4P1/6K1 b - - 3 38,d4c4 f3d5 g8f8 e7f7 f8e8 d5c4,1506,90,55,31,crushing endgame exposedKing fork long,https://lichess.org/K4Eh4BSQ/black#76,
00Hpe,1rr3k1/4Qppp/qp2p3/P2pn3/3N4/4P2P/5PP1/RR4K1 b - - 3 29,b6a5 b1b8 c8b8 e7c7 b8c8 c7e5,1791,76,90,187,advantage fork long middlegame,https://lichess.org/7DmRgaqW/black#58,
00HzX,4r1k1/5pp1/2R4p/1p6/8/1PP3QP/2q2PP1/6K1 w - - 0 29,c6h6 c2c1 g1h2 c1h6,1693,75,92,1411,crushing endgame fork short,https://lichess.org/tKKATkce#57,
00IUT,1r2r1k1/ppp1q1pp/4b3/4P3/1Q1p1P2/8/P5PP/R1BR2K1 w - - 6 19,d1d4 c7c5 b4a3 c5d4 a3e7 e8e7,1529,74,95,25629,crushing fork long middlegame,https://lichess.org/93xXeKdX#37,Italian_Game Italian_Game_Classical_Variation
00Kia,5r1k/4n1pp/1p6/pP5Q/P2pB2K/6P1/2P4P/4q3 b - - 4 37,g7g6 h5e5 h8g8 e4d5 e7d5 e5e1,1723,75,97,2778,advantage discoveredAttack endgame fork long,https://lichess.org/hH8qwFYM/black#74,
00Kq4,r2qk3/5p1r/p1p1p3/1p1pP1p1/P1nP2Pn/2P2NB1/2P2P2/R1QR2K1 w q - 1 21,f3g5 d8g5 c1g5 h4f3 g1g2 f3g5,1419,76,83,560,advantage attraction fork long middlegame sacrifice,https://lichess.org/o4K7aQsT#41,
00MwU,3r1b1R/ppq3p1/2k3P1/3p4/1P1Q4/4PP2/P1P5/2K5 b - - 0 26,a7a6 h8f8 d8f8 d4c5 c6d7 c5f8,1720,75,91,340,advantage attraction endgame fork long sacrifice,https://lichess.org/r7d4mCDm/black#52,
00NHK,r1b2rk1/1p2b1p1/pqn1p1P1/3pP3/1P1P4/P1N1P3/6P1/R2QK2R b KQ - 0 17,c6e5 h1h8 g8h8 d1h5 h8g8 h5h7,1775,75,95,2817,attraction fork long mate mateIn3 middlegame sacrifice,https://lichess.org/YWzSZGeb/black#34,French_Defense French_Defense_Advance_Variation
00Nf5,r1bq1rk1/pp2bppp/2pp1n2/8/5P2/5N2/PBPPB1PP/RN1Q1RK1 w - - 5 11,b1c3 d8b6 g1h1 b6b2 a1b1 b2a3,1615,74,95,11979,advantage fork long opening,https://lichess.org/JkE5qS7u#21,Polish_Opening Polish_Opening_Other_variations
00Ngg,3qk2r/1p1bbppp/4pn2/1BPp1n2/3P4/4PN2/5PPP/BN1QK2R w Kk - 1 15,d1e2 d8a5 a1c3 a5b5,1477,76,89,296,advantage fork middlegame short,https://lichess.org/5oeDyMdB#29,Polish_Opening Polish_Opening_Grigorian_Variation
00O8m,r3r1k1/ppp2ppp/2nn1q2/8/3P4/P1P1P1P1/2Q3BP/R1B1KR2 b Q - 4 16,f6e6 d4d5 e6e5 d5c6,1409,75,87,1428,crushing fork middlegame short,https://lichess.org/G3Q51olU/black#32,Englund_Gambit_Declined Englund_Gambit_Declined_Reversed_French
00PUc,3r3k/pp4bp/3Bn1p1/7n/8/8/PP3P1K/R4RN1 w - - 1 27,a1d1 d8d6 d1d6 g7e5 h2h1 e5d6,1505,75,99,1533,advantage attraction exposedKing fork long middlegame sacrifice,https://lichess.org/F6OhRxfl#53,
00QCe,1k5r/n2r2pp/5p2/ppN5/5P2/8/2R3PP/1R4K1 b - - 3 28,d7c7 c5a6 b8b7 a6c7,1393,79,89,1315,crushing endgame fork short,https://lichess.org/fovXj5D1/black#56,
00QnO,1k1r1r2/pp4p1/6q1/2Qp4/5bP1/2P4p/PPN3NP/R4R1K w - - 0 30,g2f4 g6e4 h1g1 f8f4,1423,75,92,3201,crushing fork intermezzo middlegame short,https://lichess.org/9GENZopF#59,
00Rmm,2rr2k1/5ppp/p7/1p1nP3/1B1P1PP1/PK5P/4R3/3R4 w - - 4 30,e2c2 c8c2 b3c2 d5e3 c2d3 e3d1,1534,77,93,2153,advantage attraction endgame fork long,https://lichess.org/MjgWCyPg#59,
00Rvy,r6k/6bp/p7/2Q5/8/5P2/4bKPP/8 b - - 2 37,e2d3 c5d5 a8f8 d5d3,1296,84,9,71,advantage endgame fork short,https://lichess.org/AFL6C8p8/black#74,
00SCA,8/2Q5/2p2nk1/8/2r2K2/8/8/8 w - - 4 71,f4e5 c4e4 e5d6 f6e8 d6d7 e8c7,1417,75,96,3073,crushing endgame fork long,https://lichess.org/JVchiAe8#141,
00SU7,2rqr1k1/B2b1ppp/5n2/8/3Q4/3B4/P1P2PPP/R3R1K1 w - - 3 22,d4h4 e8e1 a1e1 d8a5 e1a1 a5a7,1748,75,94,6085,advantage fork long middlegame,https://lichess.org/qmkkzrOG#43,
00TV2,6k1/p1Q2p1p/4p1p1/3p4/1r6/7P/Pq3PP1/5RK1 b - - 2 26,b2a2 c7c8 g8g7 c8c3 d5d4 c3b4,1729,74,89,669,advantage endgame fork long master,https://lichess.org/6qHoYzpM/black#52,
006om,1r3k2/5p1p/2p1pp2/P2n4/2r1N3/P4PK1/2R2P1P/2R5 b - - 9 29,c4a4 e4c5 a4a5 c5d7 f8g7 d7b8,1912,74,95,7987,crushing endgame fork long master,https://lichess.org/BMIgw1OR/black#58,
008lc,7k/pb1qn2n/1p2R2Q/2p2p2/2Pp4/3B4/PP3PrP/4RK2 b - - 1 27,g2g7 h6g7 h8g7 e6e7 d7e7 e1e7,2099,78,92,2146,attraction crushing exposedKing fork long middlegame,https://lichess.org/UdZXrVA5/black#54,
00Feu,4R1k1/p4r1p/1pp2rp1/8/5B1q/4QP1P/P1P2PK1/8 b - - 2 28,f7f8 f4g5 h4g5 e3g5,1966,75,99,287,crushing endgame fork short,https://lichess.org/IEDYgK0q/black#56,
00H2I,4rrk1/ppp2pp1/7p/3n4/3P3q/1P2p2P/P5P1/R1BQRBK1 w - - 2 23,c1b2 h4f2 g1h2 f2b2,2033,77,87,45,crushing fork middlegame short,https://lichess.org/cCjO5vXk#45,
00KNK,r3r1k1/p1p4p/3b4/4p1qN/8/1P1b1Q2/P2P1PP1/B5KR b - - 2 22,e5e4 h5f6 g8f8 f6h7 f8e7 a1f6 g5f6 f3f6,1977,78,92,712,advantage deflection discoveredCheck doubleCheck fork middlegame veryLong,https://lichess.org/L8oTZ2cM/black#44,
00LRv,5r1k/7p/p2pB3/3Pb1p1/4p2q/1P2B3/P1Q2P2/2R3K1 w - - 0 31,f2f4 h4g3 g1h1 g3f3 c2g2 f3e3,2411,93,70,70,crushing exposedKing fork long middlegame,https://lichess.org/AebpnUup#61,
00LZf,r1b1kb1r/pppp1ppp/2n1p3/3nN3/3P2q1/4B3/PPP1BPPP/RN1Q1RK1 b kq - 9 8,d5e3 f2e3 g4g5 e5f7 g5e3 g1h1,2185,91,25,37,advantage attackingF2F7 fork long opening,https://lichess.org/sVgQxr8Q/black#16,French_Defense French_Defense_Normal_Variation
00LZl,r2qkb1r/ppp2ppp/2n5/3pPb2/3n1B2/2NB1N2/PP3PPP/R2QK2R b KQkq - 3 9,f8b4 f3d4 c6d4 d1a4 d4c6 d3f5,2277,80,93,7201,advantage deflection fork long opening,https://lichess.org/jBb2kj01/black#18,Kings_Pawn_Game Kings_Pawn_Game_Macleod_Attack
00Lyc,4R3/1p4k1/1q1N1bpp/3B4/5p1P/p4P2/3RK1P1/8 w - - 4 42,d6e4 b6b5 d2d3 b5e8,1975,76,78,136,crushing endgame fork master short,https://lichess.org/YB9ozD4y#83,
00OPc,1k1rr3/ppp1q3/8/4nQNp/8/2P4P/PP4P1/2K1R2R w - - 0 25,g5f3 e5d3 f5d3 d8d3 e1e7 e8e7,2126,75,93,716,advantage fork long middlegame,https://lichess.org/43yrfr28#49,
00OYl,3r4/5p2/k3p1p1/2B1Pr2/2P3n1/1p3NPp/4QP1P/6K1 w - - 0 34,f3h4 f5e5 e2f1 e5c5,1930,76,89,74,crushing endgame fork short,https://lichess.org/es489ddj#67,
00QN3,r1b1B2k/pp4pp/2pb4/4q3/8/8/PPP3PP/R2Q1R1K w - - 1 17,g2g3 e5e4 d1f3 e4e8,1894,77,87,191,advantage fork middlegame short,https://lichess.org/uMpuXTye#33,Blackmar-Diemer_Gambit_Accepted Blackmar-Diemer_Gambit_Accepted_Euwe_Defense
00R8C,r4q1k/2bn2p1/2p3pp/1pP5/1P1B2P1/1Q1P1r1P/5PB1/4RRK1 w - - 0 27,g2f3 f8f4 d4g7 h8h7 e1e5 d7e5 g7e5 c7e5 f1e1 f4f3,2411,98,82,45,crushing fork master middlegame veryLong,https://lichess.org/ZILz4GAu#53,
00Rue,r2qkb1r/pp1nppp1/2p2n1p/3p1b2/3P4/BP2PN2/P1P2PPP/RN1QKB1R w KQkq - 2 7,c2c4 f5b1 a1b1 d8a5 b3b4 a5a3,1899,74,96,17492,advantage fork long opening,https://lichess.org/tgFzBrLu#13,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
00Ty2,r5k1/ppp4p/2n3r1/3P4/4P3/B1P5/P1Q1K3/6N1 w - - 1 31,d5c6 g6g2 e2d3 a8d8 d3c4 g2c2,2196,82,91,206,advantage endgame exposedKing fork long,https://lichess.org/UL4sB8OJ#61,
00UI2,2r3nr/p5pp/b3kp2/3p4/4p3/BP3P2/P1PN2PP/2KR3R b - - 0 18,f6f5 f3e4 f5e4 d2e4 d5e4 d1d6 e6f7 d6a6,2007,75,94,5241,clearance crushing fork middlegame sacrifice veryLong,https://lichess.org/eellQ95m/black#36,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_English_Variation
00Voj,r1bk1b1r/2q5/p1n1p1Bp/1p1pP3/3p4/P3B3/1PP2QPP/R4RK1 b - - 1 17,d4e3 f2f6 d8d7 f6h8 c8b7 f1f8 a8f8 h8f8,2075,128,79,28,advantage discoveredAttack fork middlegame veryLong,https://lichess.org/GUVOp1gT/black#34,French_Defense French_Defense_Steinitz_Variation
00W3Q,3r1k2/5p2/Np3P1p/1P2pR2/2p1N3/b1P1n3/P5PP/6K1 w - - 0 32,f5e5 d8d1 g1f2 e3g4 f2e2 d1d3,2157,92,83,63,advantage endgame fork long master masterVsMaster,https://lichess.org/aznxTSjS#63,
00YYk,2kr2r1/1p1q3p/p1nb4/2p1p3/2N1R3/3P1QP1/PPP5/R1B3K1 b - - 4 22,d8f8 f3f8 g8f8 c4b6 c8c7 b6d7,2015,74,86,898,advantage fork long middlegame sacrifice,https://lichess.org/zIkElcfI/black#44,
00Yjy,6k1/5p1p/B2bp2q/5p2/6rP/1P4P1/1Q3P2/5R1K w - - 3 34,f1d1 g4h4 g3h4 h6h4 h1g2 h4g4 g2f1 g4d1,2001,77,73,82,crushing endgame exposedKing fork sacrifice veryLong,https://lichess.org/f0Kyo2Fh#67,
00cxg,r2qk2r/1p2bpp1/p2pp3/8/4b2P/4B3/PPPQB3/2K3RR b kq - 1 17,g7g6 d2d4 e4h1 d4h8 e8d7 h8d8,1817,74,95,2606,advantage fork long middlegame,https://lichess.org/gegRTD5O/black#34,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2133,84,95,15163,arabianMate endgame exposedKing fork long master mate mateIn3,https://lichess.org/AQkAsoMX#107,
00f2T,4r2k/p7/3p4/2pPbr1p/2P1RR2/2B3qP/P3Q3/7K w - - 1 33,f4f5 g3h3 h1g1 e8g8,1821,76,93,623,crushing fork middlegame short,https://lichess.org/XytFAWBD#65,
00fN7,N1bk4/pp1p1R2/5bB1/4p3/4n3/8/PB2r3/2K5 b - - 5 24,e2f2 f7f8 d8e7 f8e8 e7d6 g6e4 f2b2 c1b2,2361,82,77,78,advantage fork middlegame veryLong,https://lichess.org/hpYXRUS4/black#48,
00fxc,4r2k/1pQ2p2/p4N1p/5P2/1P6/P1Pn1K2/4r3/6R1 w - - 1 36,c7f7 e8e3 f3g4 d3e5 g4h5 e2h2,2189,80,96,1122,endgame exposedKing fork long mate mateIn3,https://lichess.org/cFwPoNNu#71,
00gEe,8/pp4bk/2q2npp/2P1Bp2/5P1P/1Q2p1P1/P3Pn2/3R1RK1 w - - 1 30,b3e3 f2h3 g1h2 f6g4 h2h3 g4e3,2346,95,90,620,crushing exposedKing fork long master middlegame,https://lichess.org/THqBcNDR#59,
00gpa,r1b2rk1/qp3pp1/p3p2p/8/8/P5P1/1PBB2P1/2RQ3K b - - 0 21,f8d8 d2e3 d8d1 c1d1 g8f8 e3a7 a8a7 d1d8 f8e7 d8c8,2147,80,86,279,advantage fork middlegame sacrifice veryLong,https://lichess.org/tgE8FK8D/black#42,
00gym,r2qkb1r/pp2pppp/3p1nb1/4n3/4P1PN/2PB3P/PP3P2/RNBQK2R b KQkq - 0 11,g6e4 d3e4 f6e4 d1a4 e5c6 a4e4,1813,75,99,286,advantage fork long opening,https://lichess.org/stQsTszf/black#22,Sicilian_Defense Sicilian_Defense_Bowdler_Attack
00h8X,r4r1k/pp1q1pb1/2npbn1p/2p1p3/4P3/1BPP1Q2/PP3P1N/RNB2KR1 b - - 9 17,e6b3 c1h6 g7h6 f3f6 h8h7 h2g4 d7e6 a2b3 e6f6 g4f6,2516,88,78,119,advantage deflection exposedKing fork middlegame veryLong,https://lichess.org/8ji7Sjgz/black#34,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Dragon
00iXO,r6r/pp2kB2/1bpR1p2/4p1p1/6b1/1QP3p1/PP3PP1/4R1K1 w - - 2 23,d6d2 b6f2 d2f2 h8h1 g1h1 g3f2,2687,82,93,394,advancedPawn advantage fork long middlegame sacrifice,https://lichess.org/asLbpMTy#45,
00jdm,r3r1k1/ppp2ppN/3p4/2bq1b1Q/3p4/3B1P2/PPP4P/R1B3K1 b - - 2 22,g7g6 h7f6 g8g7 h5h4 e8h8 h4h8 a8h8 f6d5 f5d3 c2d3,2738,92,94,273,advantage fork middlegame veryLong,https://lichess.org/6snrVDus/black#44,
00lhJ,3q3k/3n4/3PQ2p/p3P1r1/P1P4b/2N1p2P/1r6/R5RK b - - 1 32,d7e5 e6h6 h8g8 h6h4 b2h2 h1h2 e5f3 h2h1 f3h4 g1g5,2446,79,84,180,crushing fork middlegame veryLong,https://lichess.org/kllp2DcO/black#64,
00mF3,1r6/6k1/b2p1p2/2qP1Pp1/1pP1P1P1/3Q4/3BK3/7R w - - 4 38,d3h3 c5c4 e2f2 c4e2 f2g1 e2d1,2181,75,95,998,crushing endgame exposedKing fork long,https://lichess.org/MmowlWby#75,
008Y3,r5k1/1p1rqpp1/p3pnp1/2PN4/8/1Q5P/PP3PP1/3RR1K1 b - - 0 24,e7c5 d5f6 g7f6 d1d7,1075,89,93,660,advantage discoveredAttack kingsideAttack master middlegame short,https://lichess.org/jAILX5BH/black#48,
00DEc,8/p5pk/1p3b1p/3r3P/6P1/3nBN2/P4PK1/4R3 w - - 3 30,e1d1 d3f4 e3f4 d5d1,1091,77,87,169,crushing discoveredAttack endgame short,https://lichess.org/T0mRW37D#59,
00E29,r1bq1rk1/4bppp/p1n5/3P4/Pp6/3B1N2/1B3PPP/R2Q1RK1 b - - 0 17,d8d5 d3h7 g8h7 d1d5,956,75,86,326,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/tWRCApub/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00Gt0,R7/4k3/5p2/3p2p1/4b2p/2K1P2P/5PP1/8 w - - 2 47,f2f3 d5d4 c3d4 e4a8,1052,79,83,107,crushing discoveredAttack endgame master short,https://lichess.org/5OO7Wczb#93,
00R2A,2kr1b1R/p5p1/8/3P1p2/8/4B3/PPPK1P2/8 w - - 1 25,c2c4 f8b4 d2d3 d8h8,873,77,99,1516,crushing discoveredAttack endgame short,https://lichess.org/ZjzT3REI#49,
00UHZ,3n2k1/6p1/pp3p1p/8/2r1NR1P/6P1/1PP5/1K6 b - - 1 32,d8e6 e4f6 g7f6 f4c4,1071,79,89,3457,advantage discoveredAttack endgame short,https://lichess.org/bQ4MdAO1/black#64,
00mvP,r1b2k1r/pppp2pp/5q2/4n3/2Bp4/8/PPP2PPP/RN1QR1K1 w - - 2 13,d1d4 e5f3 g2f3 f6d4,995,75,100,187,advantage discoveredAttack middlegame short,https://lichess.org/yHPzjZSy#25,Italian_Game Italian_Game_Scotch_Gambit
00mvr,7r/ppp1Nk1p/2n5/8/8/2P2pP1/P6P/R1Br1BK1 b - - 0 20,f7e7 c1g5 e7e6 a1d1,727,80,99,1161,crushing discoveredAttack endgame master short,https://lichess.org/R3FdESiy/black#40,
